text,airline_sentiment
"@AmericanAir So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff",negative
"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell.",negative
@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative
"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍",positive
@USAirways now the 3rd issue with the plane is a fuel leak. They will let us know soon what they decide. #getmeoffthisplane #ineedabeer,negative
"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",negative
@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN,negative
"@AmericanAir Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho.",positive
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??,negative
@JetBlue thanks so much. Can't wait to fly with you guys :),positive
@USAirways and after six hours even the gate agent got fed up and left us all on line in front of an empty desk. Stay classy US Air.,negative
@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,negative
@USAirways your mobile app is horrible!  Needs a major overhaul,negative
@SouthwestAir wifi is the worst $8 investment I have ever made.,negative
"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",positive
@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,negative
@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.,negative
@Southwestair is this account even aware of the #destinationdragons contest? The one youre fucking up for me?,negative
@SouthwestAir Black History Commercial is really sweet. Well done.,positive
@AmericanAir is your website down? I haven't been able to check in to my flight all morning.,negative
@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS,negative
@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,positive
@SouthwestAir thanks for the info and the quick response!,positive
@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,negative
"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",positive
"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",positive
"@united Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!",negative
@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given,negative
@united I hope not to see the same issue on my return flight tomorrow,negative
@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,positive
"@AmericanAir husband &amp; I complain about same flight. He gets voucher, I get nothing. Because he flew biz!? Who do I email about this?",negative
@united I'm strongly considering taking my business elsewhere. #UnitedAirlines,negative
@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa,negative
@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.,negative
"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",negative
@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,negative
"@united I was, just very surprised it took over 15 mins. Never experienced anything like that on 1K number",negative
@AmericanAir I even went to ticket counter and got no help,negative
"@SouthwestAir According to TV passenger interviews, the landing was far from ""uneventful"" with heavy (panic) breaking to",negative
@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,negative
@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,negative
@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,negative
@JetBlue Thank you!,positive
"@JetBlue our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)",negative
@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,positive
"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",positive
"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",negative
@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,negative
@USAirways Will do :),positive
"@AmericanAir lost my wife's luggage and nobody gives you and answer, all they say is go here or call there.",negative
@united 16 days for one flight and 8 for the other (roundtrip).,negative
"@united thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",negative
@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?,negative
@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,negative
@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,negative
"@JetBlue Hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" Customer service forwarding to their cell phones? C'mon",negative
@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?,negative
@SouthwestAir Flight 4110 MCO to ISP delayed. Any details on why?,negative
@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,negative
@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,positive
@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,negative
"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx",negative
@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?,negative
